,news_title,news_details,news_date,source_name
10,"30 Aug 2022
Hijab Row: Protest against Hijab ban in Kerala's Kozhikode","Hijab controversy has started in Kerala too. Protests are being held in a school in Kozhikode against the hijab ban. The girl students allege that many teachers come to the school wearing headscarves, then why is there a ban on wearing hijab?",30 Aug 2022,ZEE News
11,"29 Aug 2022
Hijab Row: AIMIM chief Owaisi's press conference",Owaisi raised questions on the issue of controversy over offering Namaz at certain places. Owaisi said that Muslims were prevented from offering Namaz. Owaisi expressed grief over the Dumka incident.,29 Aug 2022,ZEE News
12,"29 Aug 2022
Hijab row: SC issues notice to Karnataka govt, next hearing on Sept 5","The SC issued a notice to Karnataka government on pleas challenging High Court verdict The apex court, however, refused to lift ban on hijab in educational institutions of the state The top court upheld the hijab ban and fixed the next date for hearing on September 5",29 Aug 2022,ZEE News
13,"29 Aug 2022
Hijab row: Supreme Court to hear batch of appeals against Karnataka HC order",The Supreme Court will hear appeals on the Karnataka High Court`s order on Hijab ban The Karnataka HC had upheld the state govt`s order to ban hijabs in school and college classrooms A bench of Justices Hemant Gupta and Sudhanshu Dhulia will hear the pleas today,29 Aug 2022,ZEE News
14,"19 Jul 2022
Namaste India: Now the hijab controversy arose from the college of Maharashtra",Controversy has started once again regarding the hijab. This time Maharashtra has become the center of the hijab controversy. Here the girl students have accused the college administration of removing the hijab. While the college administration has denied the allegations.,19 Jul 2022,ZEE News
15,"15 Jul 2022
Mother has been written as Ammi and Father as Abbu in a private English medium school in Kota","In a private English medium school in Kota, Rajasthan, there has been a controversy over the class 2 book. In the first chapter of this book, Mother has been written as Ammi and Father Abbu, to which Bajrang Dal has objected.",15 Jul 2022,ZEE News
16,"20 Jun 2022
Karnataka: 5 Muslim girls seek TC to join colleges that permit Hijab",Muslim girl students have requested the college administration to issue transfer certificates to enable them to join other colleges The college had prohibited wearing of hijab in classrooms which had triggered protest from Muslim students Five students had approached with the request for TC so that they could join other colleges which permitted hijab,20 Jun 2022,ZEE News
17,"03 Jun 2022
Hijab row resurfaces in Karnataka, 6 students suspended in Uppinangady college","The Karnataka High Court on March 15 had dismissed petitions filed by a group of Muslim students, seeking permission to wear hijab inside classrooms.",03 Jun 2022,ZEE News
18,"02 Jun 2022
Hijab row:, 6 girl students suspended, 12 sent back in Karnataka",Hijab row is back in Karnataka 6 Muslim girl students have been suspended 12 others were sent back for wearing hijab in the classroom,02 Jun 2022,ZEE News
19,"27 May 2022
Namaste India : Hijab controversy resurfaced in Karnataka","The controversy over hijab in schools and colleges of Karnataka is not stopping. Despite the order of the High Court, when many girl students reached Mangaluru University wearing hijab, Hindu students also against protested them.",27 May 2022,ZEE News
