,news_title,news_details,news_date,source_name
10,"'सीक्रेट सुपरस्टार' एक्ट्रेस Zaira Wasim ने हिजाब विवाद पर किया पोस्ट, बोलीं- इस्लाम में यह चॉइस नहीं",बॉलीवुड से दूर हो चुकीं एक्ट्रेस जायरा वसीम ने भी जिजाब विवाद को लेकर अपने विचार दुनिया के सामने रखे हैं.,"रविवार फ़रवरी 20, 2022 05:37 PM IST",NDTV News
11,"Hijab Row: सरकारी आदेश में हिजाब पर प्रतिबंध नहीं लगाया गया, कर्नाटक सरकार ने कोर्ट में कहा","कर्नाटक (Karnataka)  में हिजाब (Hijab)  के मुद्दे पर उठे विवाद के बीच, राज्य सरकार ने हाई कोर्ट को बताया है कि उसके पांच फरवरी के सरकारी आदेश में हिजाब पर प्रतिबंध नहीं लगाया है, बल्कि केवल कॉलेज विकास समितियों (सीडीसी) को स्कूल की पोशाक तय करने का अधिकार दिया गया है.","शनिवार फ़रवरी 19, 2022 10:51 PM IST",NDTV News
12,"कर्नाटक : हिजाब में स्कूल पहुंची 58 छात्राएं सस्पेंड, मुस्लिम राष्ट्रीय मंच ने कहा- हिजाब नहीं किताब की जरूरत","कर्नाटक के कई हिस्सों में शनिवार को छात्राएं अपने शैक्षणिक संस्थानों में हिजाब पहनकर आईं, लेकिन उन्हें अदालत के आदेश का हवाला देकर प्रवेश नहीं करने दिया गया. शिवमोगा जिले के शिरलाकोप्पा में शुक्रवार को प्री-यूनिवर्सिटी कॉलेज प्रशासन के विरोध में प्रदर्शन करने और हिजाब हटाने से मना करने पर 58 छात्राओं को निलंबित कर दिया गया. दूसरी तरफ दिल्ली में मुस्लिम राष्ट्रीय मंच (MRM) ने अल्पसंख्यक समुदाय से रूढ़िवादी सोच से ऊपर उठने और प्रगतिशील विचारों को अपनाने की अपील करते हुए शनिवार को कहा कि शैक्षणिक संस्थानों में हिजाब पहनने से ज्यादा प्रगति के लिए शिक्षा अधिक महत्वपूर्ण है.","शनिवार फ़रवरी 19, 2022 09:05 PM IST",NDTV News
13,"""हिजाब विवाद को हवा दे रही कांग्रेस, फैला रही गलत सूचनाएं"": केंद्रीय मंत्री ने साधा निशाना",केंद्रीय मंत्री मुख्तार अब्बास नकवी ने कहा कि मेरा मानना है कि हिजाब विवाद को हवा देने का काम करने वाली कांग्रेस ने इसे लेकर गलत सूचना फैलाने के लिए अभियान शुरू किया है.,"शुक्रवार फ़रवरी 18, 2022 08:38 AM IST",NDTV News
14,कर्नाटक : हिजाब पहनने से रोका तो दो छात्राओं ने परीक्षा का कर दिया बहिष्कार,"बच्ची के अभिभावक ने कहा कि लड़की पिछले तीन साल से हिजाब पहनकर स्कूल जा रही थी तब तो किसी ने कोई शिकायत नहीं की थी. उन्होंने एनडीटीवी को बताया, ""मेरी बेटी ने क्लास में हिजाब पहना हुआ था. उसे हिजाब हटाने और दैनिक प्रार्थना में शामिल होने के लिए कहा गया था. पुलिस कार्रवाई की धमकी देने के बाद, उसे हिजाब हटाने के लिए मजबूर किया गया.""","मंगलवार फ़रवरी 15, 2022 02:47 PM IST",NDTV News
15,"चुनावों के दौरान हिजाब विवाद, समान नागरिक संहिता जैसे मुद्दे उठाकर बीजेपी ध्रुवीकरण का प्रयास कर रही है : सलमान खुर्शीद",कांग्रेस के वरिष्ठ नेता सलमान खुर्शीद (Salman Khurshid) ने हिजाब विवाद और समान नागरिक संहिता (UCC) जैसे मुद्दों को विधानसभा चुनावों के दौरान उठाने के लिए भारतीय जनता पार्टी (BJP) पर ध्रुवीकरण करने का आरोप लगाया.,"रविवार फ़रवरी 13, 2022 04:49 PM IST",NDTV News
16,"""धार्मिक भावनाओं का करें सम्‍मान, संविधान को रखें सर्वोच्‍च"": हिजाब विवाद पर मनोज सिन्‍हा ","कर्नाटक हिजाब विवाद पर सिन्हा ने कहा, “मुझे दो चीजों के बारे में बात करनी है- धार्मिक भावनाओं का सम्मान और भारतीय संविधान को सर्वोच्च रखना. हर नागरिक को इन दोनों बातों का ध्यान रखना चाहिए.”","रविवार फ़रवरी 13, 2022 11:33 AM IST",NDTV News
17,हिजाब विवाद का पार्टियां राजनीतिक लाभ लेने की कोशिश कर रही हैं : देवेगौड़ा,जद (एस) सुप्रीमो ने कहा कि वह इस विवाद को लेकर किसी भी राजनीतिक दल के खिलाफ आरोप लगाने के लिए तैयार नहीं हैं. पार्टियां राजनीतिक लाभ लेने की कोशिश कर रही हैं. ,"रविवार फ़रवरी 13, 2022 01:00 PM IST",NDTV News
18,"'स्कूल-कॉलेजों में हिजाब पर प्रतिबंध धार्मिक स्वतंत्रता का उल्लंघन', कर्नाटक विवाद पर अमेरिका","दुनियाभर में धार्मिक स्वतंत्रता की बात करने वाली यह संस्था, जिसके हुसैन राजदूत हैं, अमेरिकी अंतर्राष्ट्रीय धार्मिक स्वतंत्रता कार्यालय के अंतर्गत आती है, जिसने भारत में धार्मिक आधार पर तनाव पर अतीत में भी टिप्पणी की है.","शनिवार फ़रवरी 12, 2022 09:23 AM IST",NDTV News
19,"हिजाब विवाद : कर्नाटक पुलिस ने तीन कस्बों में फ्लैग मार्च निकाला, युवक पर हमले के बाद उठाया कदम","सोशल मीडिया पोस्ट को लेकर मुस्लिम पुरुषों के एक समूह ने एक हिंदू व्यक्ति की पिटाई कर दी थी. पुलिस ने कहा कि हमले में घायल हुए दिलीप मालागिमाने का अस्पताल में इलाज चल रहा है, मामला दर्ज कर लिया गया है और चार लोगों को गिरफ्तार कर लिया गया है.","शुक्रवार फ़रवरी 11, 2022 07:26 PM IST",NDTV News
20,"'सीक्रेट सुपरस्टार' एक्ट्रेस Zaira Wasim ने हिजाब विवाद पर किया पोस्ट, बोलीं- इस्लाम में यह चॉइस नहीं",बॉलीवुड से दूर हो चुकीं एक्ट्रेस जायरा वसीम ने भी जिजाब विवाद को लेकर अपने विचार दुनिया के सामने रखे हैं.,"रविवार फ़रवरी 20, 2022 05:37 PM IST",NDTV News
21,"Hijab Row: सरकारी आदेश में हिजाब पर प्रतिबंध नहीं लगाया गया, कर्नाटक सरकार ने कोर्ट में कहा","कर्नाटक (Karnataka)  में हिजाब (Hijab)  के मुद्दे पर उठे विवाद के बीच, राज्य सरकार ने हाई कोर्ट को बताया है कि उसके पांच फरवरी के सरकारी आदेश में हिजाब पर प्रतिबंध नहीं लगाया है, बल्कि केवल कॉलेज विकास समितियों (सीडीसी) को स्कूल की पोशाक तय करने का अधिकार दिया गया है.","शनिवार फ़रवरी 19, 2022 10:51 PM IST",NDTV News
22,"कर्नाटक : हिजाब में स्कूल पहुंची 58 छात्राएं सस्पेंड, मुस्लिम राष्ट्रीय मंच ने कहा- हिजाब नहीं किताब की जरूरत","कर्नाटक के कई हिस्सों में शनिवार को छात्राएं अपने शैक्षणिक संस्थानों में हिजाब पहनकर आईं, लेकिन उन्हें अदालत के आदेश का हवाला देकर प्रवेश नहीं करने दिया गया. शिवमोगा जिले के शिरलाकोप्पा में शुक्रवार को प्री-यूनिवर्सिटी कॉलेज प्रशासन के विरोध में प्रदर्शन करने और हिजाब हटाने से मना करने पर 58 छात्राओं को निलंबित कर दिया गया. दूसरी तरफ दिल्ली में मुस्लिम राष्ट्रीय मंच (MRM) ने अल्पसंख्यक समुदाय से रूढ़िवादी सोच से ऊपर उठने और प्रगतिशील विचारों को अपनाने की अपील करते हुए शनिवार को कहा कि शैक्षणिक संस्थानों में हिजाब पहनने से ज्यादा प्रगति के लिए शिक्षा अधिक महत्वपूर्ण है.","शनिवार फ़रवरी 19, 2022 09:05 PM IST",NDTV News
23,"""हिजाब विवाद को हवा दे रही कांग्रेस, फैला रही गलत सूचनाएं"": केंद्रीय मंत्री ने साधा निशाना",केंद्रीय मंत्री मुख्तार अब्बास नकवी ने कहा कि मेरा मानना है कि हिजाब विवाद को हवा देने का काम करने वाली कांग्रेस ने इसे लेकर गलत सूचना फैलाने के लिए अभियान शुरू किया है.,"शुक्रवार फ़रवरी 18, 2022 08:38 AM IST",NDTV News
24,कर्नाटक : हिजाब पहनने से रोका तो दो छात्राओं ने परीक्षा का कर दिया बहिष्कार,"बच्ची के अभिभावक ने कहा कि लड़की पिछले तीन साल से हिजाब पहनकर स्कूल जा रही थी तब तो किसी ने कोई शिकायत नहीं की थी. उन्होंने एनडीटीवी को बताया, ""मेरी बेटी ने क्लास में हिजाब पहना हुआ था. उसे हिजाब हटाने और दैनिक प्रार्थना में शामिल होने के लिए कहा गया था. पुलिस कार्रवाई की धमकी देने के बाद, उसे हिजाब हटाने के लिए मजबूर किया गया.""","मंगलवार फ़रवरी 15, 2022 02:47 PM IST",NDTV News
25,"चुनावों के दौरान हिजाब विवाद, समान नागरिक संहिता जैसे मुद्दे उठाकर बीजेपी ध्रुवीकरण का प्रयास कर रही है : सलमान खुर्शीद",कांग्रेस के वरिष्ठ नेता सलमान खुर्शीद (Salman Khurshid) ने हिजाब विवाद और समान नागरिक संहिता (UCC) जैसे मुद्दों को विधानसभा चुनावों के दौरान उठाने के लिए भारतीय जनता पार्टी (BJP) पर ध्रुवीकरण करने का आरोप लगाया.,"रविवार फ़रवरी 13, 2022 04:49 PM IST",NDTV News
26,"""धार्मिक भावनाओं का करें सम्‍मान, संविधान को रखें सर्वोच्‍च"": हिजाब विवाद पर मनोज सिन्‍हा ","कर्नाटक हिजाब विवाद पर सिन्हा ने कहा, “मुझे दो चीजों के बारे में बात करनी है- धार्मिक भावनाओं का सम्मान और भारतीय संविधान को सर्वोच्च रखना. हर नागरिक को इन दोनों बातों का ध्यान रखना चाहिए.”","रविवार फ़रवरी 13, 2022 11:33 AM IST",NDTV News
27,हिजाब विवाद का पार्टियां राजनीतिक लाभ लेने की कोशिश कर रही हैं : देवेगौड़ा,जद (एस) सुप्रीमो ने कहा कि वह इस विवाद को लेकर किसी भी राजनीतिक दल के खिलाफ आरोप लगाने के लिए तैयार नहीं हैं. पार्टियां राजनीतिक लाभ लेने की कोशिश कर रही हैं. ,"रविवार फ़रवरी 13, 2022 01:00 PM IST",NDTV News
28,"'स्कूल-कॉलेजों में हिजाब पर प्रतिबंध धार्मिक स्वतंत्रता का उल्लंघन', कर्नाटक विवाद पर अमेरिका","दुनियाभर में धार्मिक स्वतंत्रता की बात करने वाली यह संस्था, जिसके हुसैन राजदूत हैं, अमेरिकी अंतर्राष्ट्रीय धार्मिक स्वतंत्रता कार्यालय के अंतर्गत आती है, जिसने भारत में धार्मिक आधार पर तनाव पर अतीत में भी टिप्पणी की है.","शनिवार फ़रवरी 12, 2022 09:23 AM IST",NDTV News
29,"हिजाब विवाद : कर्नाटक पुलिस ने तीन कस्बों में फ्लैग मार्च निकाला, युवक पर हमले के बाद उठाया कदम","सोशल मीडिया पोस्ट को लेकर मुस्लिम पुरुषों के एक समूह ने एक हिंदू व्यक्ति की पिटाई कर दी थी. पुलिस ने कहा कि हमले में घायल हुए दिलीप मालागिमाने का अस्पताल में इलाज चल रहा है, मामला दर्ज कर लिया गया है और चार लोगों को गिरफ्तार कर लिया गया है.","शुक्रवार फ़रवरी 11, 2022 07:26 PM IST",NDTV News
30,"हिजाब विवाद : प्रदर्शन कर रही लड़कियों की जानकारी साझा की गई, अभिभावकों ने दर्ज कराई शिकायत",अभिभावकों ने आशंका जताई है कि शरारती तत्व इस जानकारी का इस्तेमाल लड़कियों को धमकाने के लिए कर सकते हैं.विष्णुवर्धन ने बताया कि लड़कियों के माता-पिता ने मामले में लिखित शिकायत की है.,"शुक्रवार फ़रवरी 11, 2022 11:53 AM IST",NDTV News
31,कर्नाटक हिजाब विवाद को लेकर पाकिस्तान ने भारतीय दूतावास प्रभारी को किया तलब,पाकिस्तान के कई मंत्रियों की ओर से कर्नाटक हिजाब विवाद को लेकर चिंता जताने के बाद विदेश मंत्रालय की ओर से यह बयान जारी किया गया. पाकिस्तान के विदेश मंत्री शाह महमूद कुरैशी ने कहा था कि मुसलमान लड़कियों को शिक्षा से वंचित करना मौलिक मानवाधिकारों का घोर उल्लंघन हैं.सूचना एवं प्रसारण मंत्री फवाद हुसैन ने कहा कि भारत में जो चल रहा है वह भयावह है.,"गुरुवार फ़रवरी 10, 2022 12:06 PM IST",NDTV News
32,"JNU छात्राओं ने किया कर्नाटक मुस्लिम छात्राओं का समर्थन, कहा- हिजाब छोड़ने के लिए मजबूर करना संविधान का उल्लंघन",दिल्ली जवाहरलाल नेहरू विश्वविद्यालय (जेएनयू) की करीब 200 छात्राओं ने कर्नाटक में हिजाब पहनने के मामले को लेकर मुस्लिम छात्राओं को अपना ‘‘अडिग और बिना शर्त समर्थन’’ दिया है. जेएनयू की छात्राओं का कहना है कि महिलाओं को हिजाब पहनने से रोकना राज्य और उसकी संस्थाओं की “पितृसत्तात्मक और इस्लामोफोबिक (इस्लाम से डर) प्रवृत्ति” को दर्शाता है.,"गुरुवार फ़रवरी 10, 2022 06:32 AM IST",NDTV News
33,हिजाब से पहले अपना नक़ाब उतारिये जनाब!,"साल 2012 में ईरान की महिला फुटबॉल टीम को ओलिंपिक क्वालिफ़ायर मुक़ाबले खेलने से रोक दिया गया. 2007 में ही फ़ीफ़ा ने सुरक्षा के नाम पर कान और सिर ढंकने पर रोक लगा दी थी. जबकि ईरान की लड़कियां अपने बंद समाज से निकल कर फुटबॉल खेलने की कोशिश कर रही थीं और एक हल्का सा समझौता उन्हें बड़े अवसर दे सकता था. लेकिन जोर्डन की टीम को तब विजेता घोषित कर दिया गया. लेकिन तब फीफा के फ़ैसले को बहुत सारे लोगों ने पश्चिमी दुनिया के अहंकार की तरह देखा. यह दलील दी गई कि ओलिंपिक में मूलतः पश्चिमी ढर्रे के कपड़ों की ही इजाज़त दी जा रही है. इस सांस्कृतिक युद्ध को फिलहाल छोड़ें, लेकिन इस ज़िद की वजह से ईरान की लड़कियों की आज़ादी की ओर बढ़ने की एक कोशिश कुछ पीछे रह गई.","बुधवार फ़रवरी 9, 2022 10:23 PM IST",NDTV News
34,"हिजाब विवाद : मध्यप्रदेश में छात्राओं ने अनोखे तरीके से जताया विरोध, हिजाब पहनकर खेला क्रिकेट और फुटबॉल","छात्राओं ने कहा कि हिजाब हमारा हक है और इसे हमसे कोई नहीं छीन सकता. हम हिजाब पहनकर ही खेल सकते हैं, पढ़ सकते हैं और आईएएस भी बन सकते हैं. सरकार हिजाब छोड़कर कॉलेजों में पढ़ाई पर ध्यान दे.","बुधवार फ़रवरी 9, 2022 10:42 PM IST",NDTV News
35,"हिजाब विवाद : आदित्य ठाकरे ने कहा, स्कूलों में तय यूनिफॉर्म का पालन किया जाना चाहिए","कर्नाटक में जारी हिजाब विवाद के बीच महाराष्ट्र के मंत्री आदित्य ठाकरे ने बुधवार को कहा कि स्कूलों में स्कूल यूनिफॉर्म के अलावा किसी अन्य ड्रेस के लिए जगह नहीं होनी चाहिए. उन्होंने संवाददाताओं से बात करते हुए कहा, ''स्कूलों में जहां कहीं भी यूनिफॉर्म हो, उसके अलावा किसी और ड्रेस के लिए जगह नहीं होनी चाहिए. स्कूल और कॉलेज शिक्षा के केंद्र हैं, वहां सिर्फ शिक्षा दी जानी चाहिए.'' उन्होंने जोर देकर कहा कि शैक्षणिक संस्थानों में किसी भी राजनीतिक, धार्मिक वस्तु की मौजूदगी नहीं होनी चाहिए.","बुधवार फ़रवरी 9, 2022 07:26 PM IST",NDTV News
36,"VIDEO: हिजाब हमारी आस्‍था है, हर वर्ग के लिए पर्दा अच्‍छा है- हिजाब विवाद पर देवबंद के मुस्लिम","एक अन्‍य मुस्लिम ने युवक ने कहा, जिस तरह का वाकया पेश आया. आपने वीडियो देखा होगा कि जिस तरह से एक लड़की पर एक पूरा झुंड हमला कर रहा है. यह कोई मुसलमान ऐसा ऐसा करता तो पूरे 'गोदी मीडिया' में उबाल आ जाता. हर कोई इस मुद्दे पर उठाता.","बुधवार फ़रवरी 9, 2022 06:20 PM IST",NDTV News
37,"हिजाब विवाद में कूदे सियासी दल : आप, कांग्रेस और बीजेपी में आरोप-प्रत्यारोप का दौर शुरू",नेताओं में आरोप-प्रत्यारोप का दौर भी शुरू हो गया है. एनडीटीवी से बातचीत करते हुए विपक्ष ने इसकी निंदा की तो वहीं बीजेपी ने इसे हिंदुस्तान में तालिबानी सोच को विकसित करने का षड्यंत्र करार दिया.,"बुधवार फ़रवरी 9, 2022 05:36 PM IST",NDTV News
38,"'मुसलमानों को कानून के हिसाब से रहना चाहिए', हिजाब विवाद पर 'मुस्लिम राष्ट्रीय मंच' की दो टूक","उन्होंने कहा कि इस्लाम कभी भी किसी को कायदे कानून तोड़ने की इजाजत नहीं देता है. इस्लाम ने अपने लोगों से कहा है कि आप अलग-अलग देशों में रहने वाले लोग होंगे, और इसलिए अलग-अलग देशों के कानून के हिसाब से रहना चाहिए.","बुधवार फ़रवरी 9, 2022 04:47 PM IST",NDTV News
39,'कर्नाटक में हो रहा संविधान का घनघोर उल्लंघन': 'हिजाब' विवाद पर बोले असदुद्दीन ओवैसी,"इस बीच, मंगलवार को राज्य के उच्च शिक्षा मंत्री डॉ सीएन अश्वथा नारायण ने हिजाब विवाद को देखते हुए उच्च शिक्षा विभाग के अंतर्गत कॉलेजिएट और तकनीकी शिक्षा विभाग (डीसीटीई) के तहत आने वाले सभी विश्वविद्यालयों में तीन दिन की छुट्टी की घोषणा कर दी है.","बुधवार फ़रवरी 9, 2022 08:57 AM IST",NDTV News
40,कर्नाटक के हिजाब विवाद की 'धमक' मध्‍य प्रदेश और पुडुच्‍चेरी भी पहुंची,"स्‍टूडेंट के हिजाब पहनने से जुड़ा विवाद कर्नाटक की सीमा से निकलकर मध्‍य प्रदेश और पुडुच्‍चेरी भी पहुंच गया है.मध्‍य प्रदेश सरकार के स्कूल शिक्षा मंत्री इंदर सिंह परमार ने कहा कि हिजाब ड्रेस का हिस्सा नहीं है. उधर,  पुडुच्‍चेरी में अधिकारियों ने अरियानकुप्‍पम के स्‍कूल के प्रधानाध्‍यापक से कक्षा में हेडस्‍कार्फ पर ऐतराज जताने वाले वाले एक शिक्षक पर लगे आरोपों की जांच करने को कहा है. ","मंगलवार फ़रवरी 8, 2022 10:03 PM IST",NDTV News
41,"हिजाब विवाद Live Updates : कर्नाटक के बागलकोट में स्कूल टीचर पर हमला, गंभीर रूप से घायल",कर्नाटक में कई स्कूल-कॉलेज में हिजाब को लेकर विवाद चल रहा है. यह मामला हाईकोर्ट भी जा पहुंचा है. वहीं अब कुछ छात्र भगवा स्कार्फ पहनकर इसका विरोध कर रहे हैं.,"मंगलवार फ़रवरी 8, 2022 07:29 PM IST",NDTV News
42,VIDEO : भगवा गमछा पहने युवकों की भीड़ के खिलाफ अकेले मोर्चे पर डटी हिजाब पहने हुए लड़की,"Karnataka Hijab Row: एक वीडियो में दिखता है कि कॉलेज बिल्डिंग में भगवा पट्टे डाले लड़कों ने बुर्का पहनी लड़की के सामने ""जय श्री राम"" के नारे लगाए तो मुस्लिम लड़की ने भी जवाब में ज़ोर से कहा ""अल्लाह हू अकबर."" ","मंगलवार फ़रवरी 8, 2022 06:56 PM IST",NDTV News
43,Karnataka Hijab Row: On Camera भगवा स्कार्फ ले जाने को कहता दिखा एक हिंदू संगठन,Hijab Vs Saffron Scarves: आज सुबह उडुपी एक और कॉलेज में विरोध प्रदर्शन कर रहे छात्रों के दोनों गुट आमने-सामने आ गए. कुछ दर्जनभर छात्र- छात्राओं ने भगवा स्कॉर्फ पहन रखे थे तो कुछ ने हिजाब  पहन रखे थे. तनाव के बीच मौके पर पुलिस को लाठी और दंगा रोधी उपकरणों के साथ देगा गया. जिन्होंने भगवा स्कार्फ पहन रखे थे उन्हें कॉलेज में प्रवेश करने दिया गया जबकि हिजाब पहने एक युवती गेट के बाहर रह गई. विरोध प्रदर्शन में उसने कहा कि यह भेद-भाव है. ,"मंगलवार फ़रवरी 8, 2022 02:56 PM IST",NDTV News
44,"कर्नाटक में हिजाब पहनी छात्राओं को अलग क्लासरूम में बैठाया गया, लेकिन पढ़ाया नहीं","वाइस प्रिंसिपल उषा देवी ने कहा कि हमने छात्राओं को घर वापस भेज दिया. हमने उन्हें हिजाब के बिना कक्षाओं में प्रवेश करने की सलाह दी थी. उन्होंने मना कर दिया इसलिए उन्हें जाने के लिए कहा. हमने उनसे हाईकोर्ट के आदेश की प्रतीक्षा करने का अनुरोध किया है."" .","सोमवार फ़रवरी 7, 2022 03:30 PM IST",NDTV News
45,"कर्नाटक : हिजाब विवाद पर बोले मंत्री, ''वर्दी न पहनने वाली छात्राएं अन्य विकल्प तलाश सकती हैं''","बोम्मई सरकार ने शनिवार को एक परिपत्र जारी करते हुए उन कपड़ों पर प्रतिबंध लगा दिया था जो राज्य के शैक्षणिक संस्थानों में शांति, सौहार्द्र और कानून एवं व्यवस्था को बाधित करते हो.","सोमवार फ़रवरी 7, 2022 12:02 AM IST",NDTV News
46,कर्नाटक में हिजाब को लेकर विवाद के बीच भगवा स्कार्फ में कॉलेज पहुंचे छात्र,"कर्नाटक में कुछ मुस्लिम लड़कियों द्वारा हिजाब पहनकर कक्षाओं में उपस्थ‍ित होने देने की मांग को लेकर विरोध के बीच, छात्रों के एक समूह ने फिर से भगवा स्कार्फ पहनकर अपने कॉलेज तक मार्च किया.","शनिवार फ़रवरी 5, 2022 05:43 PM IST",NDTV News
47,"छात्रा ने खटखटाया कर्नाटक उच्च न्यायालय का दरवाजा, कहा- हिजाब पहनकर कक्षा में बैठने की अनुमति दी जाए",उडुपी जिले स्थित एक सरकारी महिला कॉलेज की एक छात्रा ने कर्नाटक उच्च न्यायालय में रिट याचिका दायर करके कक्षा के भीतर हिजाब पहनने का अधिकार दिए जाने का अनुरोध किया है. छात्रा रेशम फारूक ने ये याचिका दायर की है. रेशम का प्रतिनिधित्व उसके भाई मुबारक फारूक ने किया. याचिकाकर्ता ने कहा है कि छात्राओं को हिजाब पहनने का अधिकार संविधान के अनुच्छेद 14 और 25 के तहत दिया गया मौलिक अधिकार है और इस्लाम के तहत ये एक आवश्यक प्रथा है.,"बुधवार फ़रवरी 2, 2022 11:27 AM IST",NDTV News
