,news_title,news_details,news_date,source_name
10,"'उन्हें उड़ने दीजिये, उनके पंख मत काटिये' : हिजाब मुद्दे पर मिस यूनिवर्स हरनाज संधू","कर्नाटक उच्च न्यायालय की तीन-न्यायाधीशों की पीठ ने हाल में उन याचिकाओं को खारिज कर दिया, जिनमें शैक्षणिक संस्थानों की कक्षाओं में हिजाब पहनने की अनुमति मांगी गई थी.","रविवार मार्च 27, 2022 06:15 PM IST",NDTV News
11,"Hijab Row: केंद्रीय मंत्री प्रह्लाद जोशी ने कर्नाटक HC के फैसले का किया स्वागत, बोले - ""छात्रों का मूल कार्य है अध्ययन""","हाईकोर्ट ने अपने फैसले में कहा, ""यूनिफॉर्म पहनने से विद्यार्थी इनकार नहीं कर सकते."" इसके साथ ही हाईकोर्ट ने मुस्लिम लड़कियों की याचिका खारिज कर दी. कोर्ट ने साफ कहा, ""हिजाब पहनना कोई अनिवार्य धार्मिक प्रथा नहीं है.""","मंगलवार मार्च 15, 2022 03:07 PM IST",NDTV News
12,"हिजाब विवाद पर कर्नाटक हाईकोर्ट आज सुनाएगा फैसला, बेंगलुरु में सभाओं पर एक सप्ताह का प्रतिबंध","फैसले से पहले, राज्य सरकार ने राज्य की राजधानी बेंगलुरु में ""सार्वजनिक शांति और व्यवस्था बनाए रखने के लिए"" बड़ी सभाओं पर एक सप्ताह के लिए प्रतिबंध लगा दिया है.","मंगलवार मार्च 15, 2022 01:22 AM IST",NDTV News
13,'पहले शिक्षा...'- वार्षिक परीक्षाओं के बीच हिजाब विवाद को लेकर क्या बोली बेंगलुरू की स्कूल मैनेजमेंट,कर्नाटक उच्च न्यायालय के अंतरिम आदेश का हवाला देते हुए अधिकारियों ने सोमवार को शिवमोग्गा और उडुपी जिलों में शैक्षणिक संस्थानों में हिजाब एवं बुर्का पहनी छात्राओं को प्रवेश नहीं करने दिया.,"मंगलवार मार्च 1, 2022 07:06 AM IST",NDTV News
14,'स्कूलों में यूनिफॉर्म पहनकर ही आएं बच्चे'- हिजाब विवाद के बीच दिल्ली SMCD की अधिकारी ने लिखा पत्र,पत्र में धर्म की पहचान उजागर करने वाले कपड़े न पहने की बात लिखी गई है और कहा गया है कि धर्म से जुड़े कपड़े पहनकर बच्चे स्कूल में नहीं आ सकते हैं. इससे बच्चों में असमानताकी भावना आने की संभावना है. इसलिए साधारण दिनों में अपनी यूनिफॉर्म पहनकर ही बच्चे स्कूल आए.,"शुक्रवार फ़रवरी 25, 2022 01:08 PM IST",NDTV News
15,"दिल्ली के स्कूलों में भी पहुंचा हिजाब विवाद, छात्रा के आरोपों पर मनीष सिसोदिया ने बताया सरकार का स्टैंड",Delhi Schools: दिल्ली में सरकारी स्कूल की एक छात्रा द्वारा हिजाब (Hijab controversy) उतारने को कहे जाने का आरोप लगाए जाने के एक दिन बाद बृहस्पतिवार को उप मुख्यमंत्री मनीष सिसोदिया ने कहा कि इस तरह का कोई प्रतिबंध नहीं लगाया गया है और कुछ लोग इस मुद्दे का राजनीतिकरण कर रहे हैं.,"शुक्रवार फ़रवरी 25, 2022 08:33 AM IST",NDTV News
16,"कर्नाटक में बजरंग दल कार्यकर्ता की हत्‍या मामले में सभी आरोपियों की पहचान, जल्‍द होंगी और गिरफ्तारियां : पुलिस अधिकारी","कर्नाटक सरकार ने सोमवार को कहा था कि अब तक की जांच में हिजाब विवाद और इस हत्‍या का कोई लिंक सामने नहीं आया है लेकिन राज्‍य के गृह मंत्री ए. ज्ञानेंद्र ने कहा, 'हिजाब विवाद से जुड़े संगठन भी जांच के दायरे में हैं.उनकी भूमिका की भी जांच की जा रही है. कल जो लोग पथराव की घटना में शामिल थे, उनके खिलाफ भी कानूनी कार्रवाई की जा रही है.'","मंगलवार फ़रवरी 22, 2022 01:54 PM IST",NDTV News
17,''हिजाब विवाद से अब तक कोई लिंक सामने नहीं आया'' : बजरंग दल कार्यकर्ता की हत्‍या पर कर्नाटक के मंत्री,पुलिस हर एंगल से मामले की तफ्तीश कर रही है. आगजनी की घटनाओं के बाद बड़ी संख्‍या में पुलिसबल तैनात कर दिया गया है और लोगों के एकत्रित होने पर रोक लगा दी गई है. जिले में स्‍कूल और कॉलेज बंद रहेंगे.सीएम बासवराज बोम्‍मई ने कहा है कि पुलिस के कुछ सुराग मिले हैं और वह इस पर काम कर रही है. ,"सोमवार फ़रवरी 21, 2022 01:41 PM IST",NDTV News
18,"'सीक्रेट सुपरस्टार' एक्ट्रेस Zaira Wasim ने हिजाब विवाद पर किया पोस्ट, बोलीं- इस्लाम में यह चॉइस नहीं",बॉलीवुड से दूर हो चुकीं एक्ट्रेस जायरा वसीम ने भी जिजाब विवाद को लेकर अपने विचार दुनिया के सामने रखे हैं.,"रविवार फ़रवरी 20, 2022 05:37 PM IST",NDTV News
19,"Hijab Row: हिजाब को खेलों से 'Out करने की तैयारी में' ये देश, 'संसद' करेगी बड़ा फैसला","भारत (India) के अलावा फ्रांस (France) की राजनीति में भी हिजाब (Hijab) का मुद्दा गर्म है. फ्रांस में राष्ट्रपति चुनाव (Presidential Election) होने में केवल दो महीने बाकी हैं. फ्रांस की संसद में खेल के मैदान पर हिजाब को लेकर तीखी बहस से पहले हिजाब पहने युवा लड़कियां पेरिस में बैनरों के साथ इकठ्ठा हुईं जिन पर लिखा हुआ था, ""हमें खेलने दो"".","गुरुवार फ़रवरी 17, 2022 02:33 PM IST",NDTV News
20,"'जो लोग अपने घरों में सुरक्षित नहीं, वह पहनते हैं हिजाब' : सांसद प्रज्ञा ठाकुर","हिजाब विवाद कर्नाटक के उडुपी में पिछले महीने उस समय शुरू हुआ, जब कुछ छात्राओं ने इस पर रोक का विरोध किया था.","गुरुवार फ़रवरी 17, 2022 11:35 AM IST",NDTV News
21,"हिजाब पहनकर आई छात्राओं को फिर रोका गया, कर्नाटक के कॉलेज ने दिया हाईकोर्ट के अंतरिम आदेश का हवाला","Hijab Row: कॉलेज से हासिल हुई नाटकीय तस्वीरो में देखा जा सकता है कि कुछ छात्राएं, जो हिजाब और बुर्का पहनकर ही क्लासरूम में पहुंच गई थीं, वे शिक्षक से बहस कर रही हैं, तथा स्कूल का प्रिंसिपल उनसे कोर्ट का आदेश मानने का अनुरोध कर रहा है. प्रिंसिपल को यह कहते सुना जा सकता है, ""हम हाईकोर्ट के उस आदेश का पालन कर रहे हैं, जिसमें कहा गया है कि शैक्षणिक संस्थानों में किसी भी धार्मिक परिधान की अनुमति नहीं होगी, भले ही वे हिजाब हो, या भगवा शॉल...""","बुधवार फ़रवरी 16, 2022 10:48 PM IST",NDTV News
22,"VIDEO : गुरुग्राम में हिजाब पहने विदेशी महिला ने टैक्‍सी ड्राइवर को चाकू मारा, पुलिस से भी की हाथापाई",इस विदेशी महिला ने एक टैक्सी ड्राइवर को चाकू मारकर घायल कर दिया. ड्राइवर को चाकू मारने के बाद गुरुग्राम के राजीव चौक से यह महिला भागने लगी. टैक्सी ड्राइवर ने उसका पीछा किया. कुछ दूर खड़ी पुलिस ने जब महिला को पकड़ने का प्रयास किया तो पुलिस के साथ भी इसने हाथापाई की.,"मंगलवार फ़रवरी 15, 2022 04:34 PM IST",NDTV News
23,कर्नाटक : हिजाब पहनने से रोका तो दो छात्राओं ने परीक्षा का कर दिया बहिष्कार,"बच्ची के अभिभावक ने कहा कि लड़की पिछले तीन साल से हिजाब पहनकर स्कूल जा रही थी तब तो किसी ने कोई शिकायत नहीं की थी. उन्होंने एनडीटीवी को बताया, ""मेरी बेटी ने क्लास में हिजाब पहना हुआ था. उसे हिजाब हटाने और दैनिक प्रार्थना में शामिल होने के लिए कहा गया था. पुलिस कार्रवाई की धमकी देने के बाद, उसे हिजाब हटाने के लिए मजबूर किया गया.""","मंगलवार फ़रवरी 15, 2022 02:47 PM IST",NDTV News
24,हिजाब विवाद के बीच कर्नाटक में 11-12वीं के स्कूल बुधवार से खोले जाएंगे,कर्नाटक हाईकोर्ट में सोमवार को हिजाब मुद्दे पर सुनवाई हुई. इसमें हिजाब की समर्थक छात्राओं ने तमाम तर्क रखे. इसमें केंद्रीय विद्यालय में हिजाब पहनने की इजाजत की दलील भी थी. साथ ही याचिकाकर्ताओं ने यूनिफार्म के रंग के ही हिजाब को पहनने की मांग भी रखी है. ,"सोमवार फ़रवरी 14, 2022 10:33 PM IST",NDTV News
25,"हिजाब विवाद: मुस्लिम छात्राओं का केस लड़ने पर विरोध झेल रहे वकील के बचाव में उतरा रामकृष्ण आश्रम, कही यह बात",इस मामले में स्वामी भावेशानंद (Swami Bhaveshanand) ने कहा है कि स्कूलों और कॉलेजों में मुस्लिम लड़कियों के ड्रेस कोड के बारे में एक अनावश्यक चर्चा चल रही है.,"रविवार फ़रवरी 13, 2022 07:33 AM IST",NDTV News
26,'आंतरिक मसलों पर प्रेरित टिप्पणियां मंजूर नहीं...' : हिजाब मामले में US के इस अधिकारी के बयान पर भारत का जवाब,कर्नाटक में हिजाब विवाद पर अब तूल बढ़ता जा रहा है. हिजाब विवाद पर वैश्विक हंगामे के बीच भारत ने आज कहा कि आंतरिक मसलों पर प्रेरित टिप्पणियां मंजूर नहीं हैं,"शनिवार फ़रवरी 12, 2022 12:00 PM IST",NDTV News
27,हिजाब विवाद : कर्नाटक में कक्षा 11-12 के लिए स्कूल और कॉलेज अगले बुधवार तक बंद रहेंगे,हिजाब विवाद के चलते कर्नाटक में कक्षा 11वीं और 12वीं कक्षाएं और कॉलेज अगले बुधवार तक बंद रखने का फैसला किया गया है.कर्नाटक सरकार की ओर से घोषणा की गई है कि कक्षाएं बंद रहेंगी क्‍योंकि हिजाब प्रतिबंध का चुनौती देने वाली याचिकाओं पर हाईकोर्ट की सुनवाई सोमवार को जारी रहेगी.,"शनिवार फ़रवरी 12, 2022 12:27 AM IST",NDTV News
28,"हिजाब विवाद : कर्नाटक पुलिस ने तीन कस्बों में फ्लैग मार्च निकाला, युवक पर हमले के बाद उठाया कदम","सोशल मीडिया पोस्ट को लेकर मुस्लिम पुरुषों के एक समूह ने एक हिंदू व्यक्ति की पिटाई कर दी थी. पुलिस ने कहा कि हमले में घायल हुए दिलीप मालागिमाने का अस्पताल में इलाज चल रहा है, मामला दर्ज कर लिया गया है और चार लोगों को गिरफ्तार कर लिया गया है.","शुक्रवार फ़रवरी 11, 2022 07:26 PM IST",NDTV News
29,अगले आदेश तक क्लास में स्कार्फ और हिजाब पर रोक : कर्नाटक हाईकोर्ट का आदेश,"कोर्ट ने कहा है कि सभ्य समाज होने के नाते, धर्म, संस्कृति या इस तरह के नाम पर किसी भी व्यक्ति को सार्वजनिक शांति और व्यवस्था भंग करने वाले किसी भी कार्य को करने की अनुमति नहीं दी जा सकती है.","शुक्रवार फ़रवरी 11, 2022 02:50 PM IST",NDTV News
30,'सही वक्त पर करेंगे सुनवाई' : हिजाब मामले में सुनवाई से सुप्रीम कोर्ट का फिर इंकार,कर्नाटक हिजाब मामले में सुप्रीम कोर्ट ने फिर सुनवाई की तारीख देने से इनकार कर दिया है. कोर्ट ने कहा है कि इसे बड़े स्तर पर न फैलाएं.,"शुक्रवार फ़रवरी 11, 2022 02:06 PM IST",NDTV News
31,"कर्नाटक हिजाब मामला SC पहुंचा, याचिका दाखिल, CJI की अगुवाई वाली पीठ के समक्ष जल्द सुनवाई की मांग","वरिष्ठ वकील कपिल सिब्बल ने कहा, ' ये नौ जजों के संविधान पीठ का मामला है.सुप्रीम कोर्ट को मामले की जल्द सुनवाई करनी चाहिए.चाहे कोई आदेश जारी ना हो लेकिन जल्द सुनवाई के लिए मामले को लिस्ट करें. स्कूल, कॉलेज बंद हैं. हाईकोर्ट को भी सुनवाई करने दें.'","गुरुवार फ़रवरी 10, 2022 12:22 PM IST",NDTV News
32,हिजाब विवाद : कर्नाटक हाईकोर्ट के चीफ जस्टिस की अगुवाई वाली तीन जजों की बेंच में सुनवाई आज,"हिजाब विवाद पर कर्नाटक हाईकोर्ट (Karnataka High Court) में बुधवार को भी सुनवाई हुई थी, लेकिन एकल न्यायाधीश ने इस मामले को मुख्य न्यायाधीश रितुराज अवस्थी के पास इस राय के साथ भेज दिया था कि मुख्य न्यायाधीश मामले पर गौर करने के लिए बड़ी पीठ के गठन का फैसला कर सकते हैं.","गुरुवार फ़रवरी 10, 2022 08:55 AM IST",NDTV News
33,"""उसने क्यों उकसाया?"" कॉलेज छात्रा के वायरल वीडियो पर बोले कर्नाटक के मंत्री","इन वीडियो में एक युवती, जिसकी पहचान बाद में मुस्कान के रूप में हुई, उसे अपना स्कूटर पार्क कर कक्षा के लिए जाते हुए देखा जाता है. वीडियो में उसी समय वहां भगवा स्कार्फ पहने पुरुषों का एक समूह ""जय श्री राम"" के नारे लगाता उसकी ओर बढ़ता दिखता है.","बुधवार फ़रवरी 9, 2022 06:51 PM IST",NDTV News
34,"'मुसलमानों को कानून के हिसाब से रहना चाहिए', हिजाब विवाद पर 'मुस्लिम राष्ट्रीय मंच' की दो टूक","उन्होंने कहा कि इस्लाम कभी भी किसी को कायदे कानून तोड़ने की इजाजत नहीं देता है. इस्लाम ने अपने लोगों से कहा है कि आप अलग-अलग देशों में रहने वाले लोग होंगे, और इसलिए अलग-अलग देशों के कानून के हिसाब से रहना चाहिए.","बुधवार फ़रवरी 9, 2022 04:47 PM IST",NDTV News
35,'सावलों की गंभीरता' को देखते हुए कर्नाटक हिजाब मामला मुख्य न्यायधीश को भेजा गया,स्कूल-कॉलेज परिसर में हिजाब पर पाबंदी से जुड़े मामलों की सुनवाई कर रहे कर्नाटक हाईकोर्ट के एकल न्यायाधीश ने बुधवार को इस मामले को मुख्य न्यायाधीश रितु राज अवस्थी के पास इस राय के साथ भेज दिया कि मुख्य न्यायाधीश मामले पर गौर करने के लिए बड़ी पीठ के गठन का फैसला कर सकते हैं.,"बुधवार फ़रवरी 9, 2022 06:14 PM IST",NDTV News
36,"""बिकिनी, घूंघट या हिजाब- अपनी मर्जी के कपड़े पहनना महिलाओं का अधिकार"": प्रियंका गांधी वाड्रा",उत्तर प्रदेश में कल से शुरू हो रहे सात चरणों में होने वाले विधानसभा चुनाव के लिए #ladkihoonladsaktihoon कांग्रेस की जंग का नारा है.,"गुरुवार फ़रवरी 10, 2022 07:23 PM IST",NDTV News
37,"Hijab Row LIVE Updates: कर्नाटक में और गहराया हिजाब विवाद, दूसरे राज्यों तक पहुंची आंच; हाई कोर्ट में आज अहम सुनवाई","Hijab Row LIVE: राज्य के मुख्यमंत्री बसवराज बोम्मई ने सभी छात्रों और लोगों से शांति बनाए रखने की अपील की है. राज्य के प्राथमिक और माध्यमिक शिक्षा मंत्री बीसी नागेश ने दावा किया कि एक रिपोर्ट के अनुसार कैंपस फ्रंट ऑफ इंडिया (CFI) ने हिजाब विवाद को उकसाया है, इसकी जांच की जाएगी.","बुधवार फ़रवरी 9, 2022 10:05 AM IST",NDTV News
38,"हिजाब विवाद Live Updates : कर्नाटक के बागलकोट में स्कूल टीचर पर हमला, गंभीर रूप से घायल",कर्नाटक में कई स्कूल-कॉलेज में हिजाब को लेकर विवाद चल रहा है. यह मामला हाईकोर्ट भी जा पहुंचा है. वहीं अब कुछ छात्र भगवा स्कार्फ पहनकर इसका विरोध कर रहे हैं.,"मंगलवार फ़रवरी 8, 2022 07:29 PM IST",NDTV News
39,"कर्नाटक में हिजाब विवाद : सभी स्कूल-कॉलेज तीन दिन बंद रहेंगे, सीएम बसवराज बोम्मई का आदेश",हिजाब विवाद के चलते कर्नाटक में सभी स्कूल-कॉलेज तीन दिन बंद रहेंगे. राज्‍य के सीएम बसवराज बोम्‍मई ने ट्वीट करके यह जानकारी दी.हिजाब को लेकर विवाद के चलते कर्नाटक के कॉलेजों में हिंदू-मुस्लिम स्‍टूडेंट आमने-सामने हैं. प्रदर्शनकारियों के समूहों ने एक-दूसरे पर पथराव किया. हिजाब vs भगवा को लेकर विवाद बढ़ने के बीच एक कॉलेज में छात्रों ने तिरंगे की जगह भगवा झंडा लगा दिया.,"बुधवार फ़रवरी 9, 2022 10:26 AM IST",NDTV News
40,'सही वक्त पर करेंगे सुनवाई' : हिजाब मामले में सुनवाई से सुप्रीम कोर्ट का फिर इंकार,कर्नाटक हिजाब मामले में सुप्रीम कोर्ट ने फिर सुनवाई की तारीख देने से इनकार कर दिया है. कोर्ट ने कहा है कि इसे बड़े स्तर पर न फैलाएं.,"शुक्रवार फ़रवरी 11, 2022 02:06 PM IST",NDTV News
41,"कर्नाटक हिजाब मामला SC पहुंचा, याचिका दाखिल, CJI की अगुवाई वाली पीठ के समक्ष जल्द सुनवाई की मांग","वरिष्ठ वकील कपिल सिब्बल ने कहा, ' ये नौ जजों के संविधान पीठ का मामला है.सुप्रीम कोर्ट को मामले की जल्द सुनवाई करनी चाहिए.चाहे कोई आदेश जारी ना हो लेकिन जल्द सुनवाई के लिए मामले को लिस्ट करें. स्कूल, कॉलेज बंद हैं. हाईकोर्ट को भी सुनवाई करने दें.'","गुरुवार फ़रवरी 10, 2022 12:22 PM IST",NDTV News
42,हिजाब विवाद : कर्नाटक हाईकोर्ट के चीफ जस्टिस की अगुवाई वाली तीन जजों की बेंच में सुनवाई आज,"हिजाब विवाद पर कर्नाटक हाईकोर्ट (Karnataka High Court) में बुधवार को भी सुनवाई हुई थी, लेकिन एकल न्यायाधीश ने इस मामले को मुख्य न्यायाधीश रितुराज अवस्थी के पास इस राय के साथ भेज दिया था कि मुख्य न्यायाधीश मामले पर गौर करने के लिए बड़ी पीठ के गठन का फैसला कर सकते हैं.","गुरुवार फ़रवरी 10, 2022 08:55 AM IST",NDTV News
43,"""उसने क्यों उकसाया?"" कॉलेज छात्रा के वायरल वीडियो पर बोले कर्नाटक के मंत्री","इन वीडियो में एक युवती, जिसकी पहचान बाद में मुस्कान के रूप में हुई, उसे अपना स्कूटर पार्क कर कक्षा के लिए जाते हुए देखा जाता है. वीडियो में उसी समय वहां भगवा स्कार्फ पहने पुरुषों का एक समूह ""जय श्री राम"" के नारे लगाता उसकी ओर बढ़ता दिखता है.","बुधवार फ़रवरी 9, 2022 06:51 PM IST",NDTV News
44,"'मुसलमानों को कानून के हिसाब से रहना चाहिए', हिजाब विवाद पर 'मुस्लिम राष्ट्रीय मंच' की दो टूक","उन्होंने कहा कि इस्लाम कभी भी किसी को कायदे कानून तोड़ने की इजाजत नहीं देता है. इस्लाम ने अपने लोगों से कहा है कि आप अलग-अलग देशों में रहने वाले लोग होंगे, और इसलिए अलग-अलग देशों के कानून के हिसाब से रहना चाहिए.","बुधवार फ़रवरी 9, 2022 04:47 PM IST",NDTV News
45,'सावलों की गंभीरता' को देखते हुए कर्नाटक हिजाब मामला मुख्य न्यायधीश को भेजा गया,स्कूल-कॉलेज परिसर में हिजाब पर पाबंदी से जुड़े मामलों की सुनवाई कर रहे कर्नाटक हाईकोर्ट के एकल न्यायाधीश ने बुधवार को इस मामले को मुख्य न्यायाधीश रितु राज अवस्थी के पास इस राय के साथ भेज दिया कि मुख्य न्यायाधीश मामले पर गौर करने के लिए बड़ी पीठ के गठन का फैसला कर सकते हैं.,"बुधवार फ़रवरी 9, 2022 06:14 PM IST",NDTV News
46,"""बिकिनी, घूंघट या हिजाब- अपनी मर्जी के कपड़े पहनना महिलाओं का अधिकार"": प्रियंका गांधी वाड्रा",उत्तर प्रदेश में कल से शुरू हो रहे सात चरणों में होने वाले विधानसभा चुनाव के लिए #ladkihoonladsaktihoon कांग्रेस की जंग का नारा है.,"गुरुवार फ़रवरी 10, 2022 07:23 PM IST",NDTV News
47,"Hijab Row LIVE Updates: कर्नाटक में और गहराया हिजाब विवाद, दूसरे राज्यों तक पहुंची आंच; हाई कोर्ट में आज अहम सुनवाई","Hijab Row LIVE: राज्य के मुख्यमंत्री बसवराज बोम्मई ने सभी छात्रों और लोगों से शांति बनाए रखने की अपील की है. राज्य के प्राथमिक और माध्यमिक शिक्षा मंत्री बीसी नागेश ने दावा किया कि एक रिपोर्ट के अनुसार कैंपस फ्रंट ऑफ इंडिया (CFI) ने हिजाब विवाद को उकसाया है, इसकी जांच की जाएगी.","बुधवार फ़रवरी 9, 2022 10:05 AM IST",NDTV News
48,"हिजाब विवाद Live Updates : कर्नाटक के बागलकोट में स्कूल टीचर पर हमला, गंभीर रूप से घायल",कर्नाटक में कई स्कूल-कॉलेज में हिजाब को लेकर विवाद चल रहा है. यह मामला हाईकोर्ट भी जा पहुंचा है. वहीं अब कुछ छात्र भगवा स्कार्फ पहनकर इसका विरोध कर रहे हैं.,"मंगलवार फ़रवरी 8, 2022 07:29 PM IST",NDTV News
49,"कर्नाटक में हिजाब विवाद : सभी स्कूल-कॉलेज तीन दिन बंद रहेंगे, सीएम बसवराज बोम्मई का आदेश",हिजाब विवाद के चलते कर्नाटक में सभी स्कूल-कॉलेज तीन दिन बंद रहेंगे. राज्‍य के सीएम बसवराज बोम्‍मई ने ट्वीट करके यह जानकारी दी.हिजाब को लेकर विवाद के चलते कर्नाटक के कॉलेजों में हिंदू-मुस्लिम स्‍टूडेंट आमने-सामने हैं. प्रदर्शनकारियों के समूहों ने एक-दूसरे पर पथराव किया. हिजाब vs भगवा को लेकर विवाद बढ़ने के बीच एक कॉलेज में छात्रों ने तिरंगे की जगह भगवा झंडा लगा दिया.,"बुधवार फ़रवरी 9, 2022 10:26 AM IST",NDTV News
50,'सही वक्त पर करेंगे सुनवाई' : हिजाब मामले में सुनवाई से सुप्रीम कोर्ट का फिर इंकार,कर्नाटक हिजाब मामले में सुप्रीम कोर्ट ने फिर सुनवाई की तारीख देने से इनकार कर दिया है. कोर्ट ने कहा है कि इसे बड़े स्तर पर न फैलाएं.,"शुक्रवार फ़रवरी 11, 2022 02:06 PM IST",NDTV News
51,"कर्नाटक हिजाब मामला SC पहुंचा, याचिका दाखिल, CJI की अगुवाई वाली पीठ के समक्ष जल्द सुनवाई की मांग","वरिष्ठ वकील कपिल सिब्बल ने कहा, ' ये नौ जजों के संविधान पीठ का मामला है.सुप्रीम कोर्ट को मामले की जल्द सुनवाई करनी चाहिए.चाहे कोई आदेश जारी ना हो लेकिन जल्द सुनवाई के लिए मामले को लिस्ट करें. स्कूल, कॉलेज बंद हैं. हाईकोर्ट को भी सुनवाई करने दें.'","गुरुवार फ़रवरी 10, 2022 12:22 PM IST",NDTV News
